drug1,drug2,cancer,cell line,score,seneitive10,cut4,drug_combination,drug1name,drug2name,depmap_id
19893,27640,Renal Cancer,ACHN,-2.666666667,0,0,19893-27640,Fluorouracil,Floxuridine,ACH-000046
19893,27640,Renal Cancer,CAKI-1,-8,0,0,19893-27640,Fluorouracil,Floxuridine,ACH-000433
19893,32065,Breast Cancer,BT-549,2.222222222,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-000288
19893,32065,Breast Cancer,HS 578T,0.555555556,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-000148
19893,32065,Breast Cancer,MCF7,-1.777777778,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-000019
19893,32065,Breast Cancer,MDA-MB-231,2.333333333,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-000768
19893,32065,Breast Cancer,MDA-MB-468,1.444444444,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-000849
19893,32065,Breast Cancer,T-47D,1.666666667,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-000147
19893,32065,CNS Cancer,SF-268,-2.555555556,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-000655
19893,32065,CNS Cancer,SF-295,-5.555555556,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-000376
19893,32065,CNS Cancer,U251,-1.444444444,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-000232
19893,32065,Colon Cancer,HCT 116,-2.555555556,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-000971
19893,32065,Colon Cancer,HCT-15,-0.333333333,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-000997
19893,32065,Colon Cancer,KM12,-10.55555556,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-000969
19893,32065,Colon Cancer,SW-620,-5,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-000651
19893,32065,Leukemia,HL-60(TB),-5.555555556,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-000002
19893,32065,Leukemia,K-562,-4.333333333,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-000551
19893,32065,Leukemia,RPMI-8226,8.111111111,0,1,19893-32065,Fluorouracil,Hydroxyurea,ACH-000817
19893,32065,Melanoma,LOX IMVI,-1.666666667,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-000750
19893,32065,Melanoma,SK-MEL-2,0.111111111,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-001190
19893,32065,Melanoma,SK-MEL-28,0.666666667,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-000615
19893,32065,Melanoma,SK-MEL-5,5.222222222,0,1,19893-32065,Fluorouracil,Hydroxyurea,ACH-000730
19893,32065,Melanoma,UACC-257,-2.111111111,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-000579
19893,32065,Melanoma,UACC-62,-2.555555556,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-000425
19893,32065,Non-Small Cell Lung Cancer,A549,0.222222222,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-000681
19893,32065,Non-Small Cell Lung Cancer,EKVX,-9.555555556,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-000706
19893,32065,Non-Small Cell Lung Cancer,HOP-62,-3.111111111,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-000861
19893,32065,Non-Small Cell Lung Cancer,NCI-H23,4,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-000900
19893,32065,Non-Small Cell Lung Cancer,NCI-H460,0.444444444,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-000463
19893,32065,Non-Small Cell Lung Cancer,NCI-H522,0.666666667,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-000343
19893,32065,Ovarian Cancer,IGROV1,-1.222222222,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-000966
19893,32065,Ovarian Cancer,OVCAR-3,0.888888889,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-000001
19893,32065,Ovarian Cancer,OVCAR-4,-3.555555556,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-000617
19893,32065,Ovarian Cancer,OVCAR-8,1.222222222,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-000696
19893,32065,Ovarian Cancer,SK-OV-3,-4.555555556,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-000811
19893,32065,Prostate Cancer,PC-3,-4.444444444,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-000090
19893,32065,Renal Cancer,786-0,0.111111111,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-000649
19893,32065,Renal Cancer,A-498,1,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-000555
19893,32065,Renal Cancer,ACHN,3,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-000046
19893,32065,Renal Cancer,CAKI-1,-4,0,0,19893-32065,Fluorouracil,Hydroxyurea,ACH-000433
19893,38721,Breast Cancer,BT-549,-2.444444444,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000288
19893,38721,Breast Cancer,HS 578T,-0.333333333,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000148
19893,38721,Breast Cancer,MCF7,-0.444444444,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000019
19893,38721,Breast Cancer,MDA-MB-231,-0.333333333,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000768
19893,38721,Breast Cancer,MDA-MB-468,-0.666666667,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000849
19893,38721,Breast Cancer,T-47D,1.333333333,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000147
19893,38721,CNS Cancer,SF-268,-1.444444444,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000655
19893,38721,CNS Cancer,SF-295,-4.444444444,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000376
19893,38721,CNS Cancer,U251,-1.666666667,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000232
19893,38721,Colon Cancer,HCT 116,-0.777777778,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000971
19893,38721,Colon Cancer,HCT-15,-0.777777778,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000997
19893,38721,Colon Cancer,KM12,-4.888888889,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000969
19893,38721,Colon Cancer,SW-620,0.222222222,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000651
19893,38721,Leukemia,HL-60(TB),2.111111111,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000002
19893,38721,Leukemia,K-562,-1.888888889,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000551
19893,38721,Leukemia,RPMI-8226,-1.222222222,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000817
19893,38721,Melanoma,LOX IMVI,-4,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000750
19893,38721,Melanoma,SK-MEL-2,0.222222222,0,0,19893-38721,Fluorouracil,Mitotane,ACH-001190
19893,38721,Melanoma,SK-MEL-28,1.555555556,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000615
19893,38721,Melanoma,SK-MEL-5,0,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000730
19893,38721,Melanoma,UACC-257,0.111111111,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000579
19893,38721,Melanoma,UACC-62,-4.777777778,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000425
19893,38721,Non-Small Cell Lung Cancer,A549,-1.777777778,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000681
19893,38721,Non-Small Cell Lung Cancer,EKVX,-17.22222222,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000706
19893,38721,Non-Small Cell Lung Cancer,HOP-62,0.666666667,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000861
19893,38721,Non-Small Cell Lung Cancer,NCI-H23,1.111111111,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000900
19893,38721,Non-Small Cell Lung Cancer,NCI-H460,0.333333333,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000463
19893,38721,Non-Small Cell Lung Cancer,NCI-H522,-2.222222222,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000343
19893,38721,Ovarian Cancer,IGROV1,-1.333333333,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000966
19893,38721,Ovarian Cancer,OVCAR-3,0.888888889,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000001
19893,38721,Ovarian Cancer,OVCAR-4,-1.555555556,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000617
19893,38721,Ovarian Cancer,OVCAR-8,-0.444444444,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000696
19893,38721,Ovarian Cancer,SK-OV-3,-1.444444444,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000811
19893,38721,Prostate Cancer,PC-3,-3.111111111,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000090
19893,38721,Renal Cancer,786-0,-0.111111111,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000649
19893,38721,Renal Cancer,A-498,1.555555556,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000555
19893,38721,Renal Cancer,ACHN,0.444444444,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000046
19893,38721,Renal Cancer,CAKI-1,-6.555555556,0,0,19893-38721,Fluorouracil,Mitotane,ACH-000433
19893,45388,Breast Cancer,BT-549,-4.888888889,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000288
19893,45388,Breast Cancer,HS 578T,-2.333333333,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000148
19893,45388,Breast Cancer,MCF7,-3.111111111,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000019
19893,45388,Breast Cancer,MDA-MB-231,-2,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000768
19893,45388,Breast Cancer,MDA-MB-468,-1.555555556,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000849
19893,45388,Breast Cancer,T-47D,-4.444444444,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000147
19893,45388,CNS Cancer,SF-268,-0.777777778,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000655
19893,45388,CNS Cancer,SF-295,-1.888888889,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000376
19893,45388,CNS Cancer,U251,-4,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000232
19893,45388,Colon Cancer,HCT 116,-2.666666667,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000971
19893,45388,Colon Cancer,HCT-15,-4.222222222,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000997
19893,45388,Colon Cancer,KM12,-3.777777778,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000969
19893,45388,Colon Cancer,SW-620,-5.666666667,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000651
19893,45388,Leukemia,HL-60(TB),-11.44444444,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000002
19893,45388,Leukemia,K-562,-9.333333333,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000551
19893,45388,Leukemia,RPMI-8226,-0.333333333,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000817
19893,45388,Melanoma,LOX IMVI,-8.666666667,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000750
19893,45388,Melanoma,SK-MEL-2,3,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-001190
19893,45388,Melanoma,SK-MEL-28,-4.555555556,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000615
19893,45388,Melanoma,SK-MEL-5,-2.777777778,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000730
19893,45388,Melanoma,UACC-257,-2.555555556,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000579
19893,45388,Melanoma,UACC-62,-4.555555556,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000425
19893,45388,Non-Small Cell Lung Cancer,A549,-3.222222222,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000681
19893,45388,Non-Small Cell Lung Cancer,EKVX,-5.444444444,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000706
19893,45388,Non-Small Cell Lung Cancer,HOP-62,-6.666666667,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000861
19893,45388,Non-Small Cell Lung Cancer,NCI-H23,-0.777777778,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000900
19893,45388,Non-Small Cell Lung Cancer,NCI-H460,-3.222222222,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000463
19893,45388,Non-Small Cell Lung Cancer,NCI-H522,-8.444444444,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000343
19893,45388,Ovarian Cancer,IGROV1,-6.777777778,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000966
19893,45388,Ovarian Cancer,OVCAR-3,-4.555555556,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000001
19893,45388,Ovarian Cancer,OVCAR-4,-2,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000617
19893,45388,Ovarian Cancer,OVCAR-8,-2.444444444,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000696
19893,45388,Ovarian Cancer,SK-OV-3,-5,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000811
19893,45388,Prostate Cancer,PC-3,-7,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000090
19893,45388,Renal Cancer,786-0,0.111111111,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000649
19893,45388,Renal Cancer,A-498,-2.666666667,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000555
19893,45388,Renal Cancer,ACHN,-0.888888889,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000046
19893,45388,Renal Cancer,CAKI-1,-4.777777778,0,0,19893-45388,Fluorouracil,Dacarbazine,ACH-000433
19893,45923,Breast Cancer,BT-549,0.888888889,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000288
19893,45923,Breast Cancer,HS 578T,-0.222222222,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000148
19893,45923,Breast Cancer,MCF7,-1.111111111,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000019
19893,45923,Breast Cancer,MDA-MB-231,-3.111111111,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000768
19893,45923,Breast Cancer,MDA-MB-468,2.222222222,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000849
19893,45923,Breast Cancer,T-47D,1.888888889,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000147
19893,45923,CNS Cancer,SF-268,3.666666667,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000655
19893,45923,CNS Cancer,SF-295,-5,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000376
19893,45923,CNS Cancer,U251,-1.444444444,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000232
19893,45923,Colon Cancer,HCT 116,-4,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000971
19893,45923,Colon Cancer,HCT-15,1.222222222,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000997
19893,45923,Colon Cancer,KM12,-5.222222222,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000969
19893,45923,Colon Cancer,SW-620,-2,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000651
19893,45923,Leukemia,HL-60(TB),1.111111111,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000002
19893,45923,Leukemia,K-562,-5.555555556,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000551
19893,45923,Leukemia,RPMI-8226,-8,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000817
19893,45923,Melanoma,LOX IMVI,-4.333333333,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000750
19893,45923,Melanoma,SK-MEL-2,-3.111111111,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-001190
19893,45923,Melanoma,SK-MEL-28,1,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000615
19893,45923,Melanoma,SK-MEL-5,0.555555556,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000730
19893,45923,Melanoma,UACC-257,-0.111111111,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000579
19893,45923,Melanoma,UACC-62,-3.222222222,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000425
19893,45923,Non-Small Cell Lung Cancer,A549,0.333333333,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000681
19893,45923,Non-Small Cell Lung Cancer,EKVX,-10.55555556,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000706
19893,45923,Non-Small Cell Lung Cancer,HOP-62,-5.111111111,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000861
19893,45923,Non-Small Cell Lung Cancer,NCI-H23,1.777777778,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000900
19893,45923,Non-Small Cell Lung Cancer,NCI-H460,0.333333333,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000463
19893,45923,Non-Small Cell Lung Cancer,NCI-H522,-1.444444444,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000343
19893,45923,Ovarian Cancer,IGROV1,-3.666666667,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000966
19893,45923,Ovarian Cancer,OVCAR-3,0,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000001
19893,45923,Ovarian Cancer,OVCAR-4,0.222222222,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000617
19893,45923,Ovarian Cancer,OVCAR-8,1.222222222,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000696
19893,45923,Ovarian Cancer,SK-OV-3,-0.666666667,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000811
19893,45923,Prostate Cancer,PC-3,-0.777777778,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000090
19893,45923,Renal Cancer,786-0,-3.666666667,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000649
19893,45923,Renal Cancer,A-498,1.111111111,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000555
19893,45923,Renal Cancer,ACHN,-1.666666667,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000046
19893,45923,Renal Cancer,CAKI-1,-6.333333333,0,0,19893-45923,Fluorouracil,Methoxsalen,ACH-000433
19893,49842,Breast Cancer,BT-549,0.111111111,0,0,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000288
19893,49842,Breast Cancer,HS 578T,1.666666667,0,0,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000148
19893,49842,Breast Cancer,MCF7,-0.777777778,0,0,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000019
19893,49842,Breast Cancer,MDA-MB-231,-1.333333333,0,0,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000768
19893,49842,Breast Cancer,MDA-MB-468,-2.111111111,0,0,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000849
19893,49842,Breast Cancer,T-47D,-0.333333333,0,0,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000147
19893,49842,CNS Cancer,SF-268,1.111111111,0,0,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000655
19893,49842,CNS Cancer,SF-295,-2.444444444,0,0,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000376
19893,49842,CNS Cancer,U251,-1.666666667,0,0,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000232
19893,49842,Colon Cancer,HCT 116,-0.111111111,0,0,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000971
19893,49842,Colon Cancer,HCT-15,2.666666667,0,0,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000997
19893,49842,Colon Cancer,KM12,-1,0,0,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000969
19893,49842,Colon Cancer,SW-620,-0.333333333,0,0,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000651
19893,49842,Leukemia,HL-60(TB),0.666666667,0,0,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000002
19893,49842,Leukemia,K-562,1.333333333,0,0,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000551
19893,49842,Leukemia,RPMI-8226,9.666666667,0,1,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000817
19893,49842,Melanoma,LOX IMVI,-5.111111111,0,0,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000750
19893,49842,Melanoma,SK-MEL-2,-4.222222222,0,0,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-001190
19893,49842,Melanoma,SK-MEL-28,1.444444444,0,0,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000615
19893,49842,Melanoma,SK-MEL-5,-0.888888889,0,0,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000730
19893,49842,Melanoma,UACC-257,-2.333333333,0,0,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000579
19893,49842,Melanoma,UACC-62,1.222222222,0,0,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000425
19893,49842,Non-Small Cell Lung Cancer,A549,-2.222222222,0,0,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000681
19893,49842,Non-Small Cell Lung Cancer,EKVX,-10.66666667,0,0,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000706
19893,49842,Non-Small Cell Lung Cancer,HOP-62,4.333333333,0,1,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000861
19893,49842,Non-Small Cell Lung Cancer,NCI-H23,0.111111111,0,0,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000900
19893,49842,Non-Small Cell Lung Cancer,NCI-H460,-0.777777778,0,0,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000463
19893,49842,Non-Small Cell Lung Cancer,NCI-H522,-6,0,0,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000343
19893,49842,Ovarian Cancer,IGROV1,-1.444444444,0,0,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000966
19893,49842,Ovarian Cancer,OVCAR-3,6.222222222,0,1,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000001
19893,49842,Ovarian Cancer,OVCAR-4,1.666666667,0,0,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000617
19893,49842,Ovarian Cancer,OVCAR-8,-2.777777778,0,0,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000696
19893,49842,Ovarian Cancer,SK-OV-3,-3,0,0,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000811
19893,49842,Prostate Cancer,PC-3,-0.555555556,0,0,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000090
19893,49842,Renal Cancer,786-0,-1.111111111,0,0,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000649
19893,49842,Renal Cancer,A-498,0,0,0,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000555
19893,49842,Renal Cancer,ACHN,3,0,0,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000046
19893,49842,Renal Cancer,CAKI-1,-4.666666667,0,0,19893-49842,Fluorouracil,Vinblastine sulfate,ACH-000433
19893,63878,Breast Cancer,BT-549,-4.222222222,0,0,19893-63878,Fluorouracil,Cytarabine hydrochloride,ACH-000288
19893,63878,Breast Cancer,HS 578T,-1.222222222,0,0,19893-63878,Fluorouracil,Cytarabine hydrochloride,ACH-000148
19893,63878,Breast Cancer,MCF7,-2.111111111,0,0,19893-63878,Fluorouracil,Cytarabine hydrochloride,ACH-000019
19893,63878,Breast Cancer,MDA-MB-231,-3.666666667,0,0,19893-63878,Fluorouracil,Cytarabine hydrochloride,ACH-000768
19893,63878,Breast Cancer,MDA-MB-468,-6.666666667,0,0,19893-63878,Fluorouracil,Cytarabine hydrochloride,ACH-000849
19893,63878,Breast Cancer,T-47D,4,0,0,19893-63878,Fluorouracil,Cytarabine hydrochloride,ACH-000147
19893,63878,CNS Cancer,SF-268,1.666666667,0,0,19893-63878,Fluorouracil,Cytarabine hydrochloride,ACH-000655
19893,63878,CNS Cancer,SF-295,-2.888888889,0,0,19893-63878,Fluorouracil,Cytarabine hydrochloride,ACH-000376
19893,63878,CNS Cancer,U251,-3.555555556,0,0,19893-63878,Fluorouracil,Cytarabine hydrochloride,ACH-000232
19893,63878,Colon Cancer,HCT 116,0.777777778,0,0,19893-63878,Fluorouracil,Cytarabine hydrochloride,ACH-000971
19893,63878,Colon Cancer,HCT-15,-0.777777778,0,0,19893-63878,Fluorouracil,Cytarabine hydrochloride,ACH-000997
19893,63878,Colon Cancer,KM12,-5.444444444,0,0,19893-63878,Fluorouracil,Cytarabine hydrochloride,ACH-000969
19893,63878,Colon Cancer,SW-620,-3.777777778,0,0,19893-63878,Fluorouracil,Cytarabine hydrochloride,ACH-000651
19893,63878,Leukemia,HL-60(TB),3,0,0,19893-63878,Fluorouracil,Cytarabine hydrochloride,ACH-000002
19893,63878,Leukemia,K-562,1.666666667,0,0,19893-63878,Fluorouracil,Cytarabine hydrochloride,ACH-000551
19893,63878,Leukemia,RPMI-8226,-0.666666667,0,0,19893-63878,Fluorouracil,Cytarabine hydrochloride,ACH-000817
19893,63878,Melanoma,LOX IMVI,-4.666666667,0,0,19893-63878,Fluorouracil,Cytarabine hydrochloride,ACH-000750
19893,63878,Melanoma,SK-MEL-2,-3.222222222,0,0,19893-63878,Fluorouracil,Cytarabine hydrochloride,ACH-001190
19893,63878,Melanoma,SK-MEL-28,1.111111111,0,0,19893-63878,Fluorouracil,Cytarabine hydrochloride,ACH-000615
19893,63878,Melanoma,SK-MEL-5,4.666666667,0,1,19893-63878,Fluorouracil,Cytarabine hydrochloride,ACH-000730
19893,63878,Melanoma,UACC-257,-3.111111111,0,0,19893-63878,Fluorouracil,Cytarabine hydrochloride,ACH-000579
19893,63878,Melanoma,UACC-62,0,0,0,19893-63878,Fluorouracil,Cytarabine hydrochloride,ACH-000425
19893,63878,Non-Small Cell Lung Cancer,A549,-1.777777778,0,0,19893-63878,Fluorouracil,Cytarabine hydrochloride,ACH-000681
19893,63878,Non-Small Cell Lung Cancer,EKVX,-1.444444444,0,0,19893-63878,Fluorouracil,Cytarabine hydrochloride,ACH-000706
19893,63878,Non-Small Cell Lung Cancer,HOP-62,-8.777777778,0,0,19893-63878,Fluorouracil,Cytarabine hydrochloride,ACH-000861
19893,63878,Non-Small Cell Lung Cancer,NCI-H23,-4.222222222,0,0,19893-63878,Fluorouracil,Cytarabine hydrochloride,ACH-000900
19893,63878,Non-Small Cell Lung Cancer,NCI-H460,-0.777777778,0,0,19893-63878,Fluorouracil,Cytarabine hydrochloride,ACH-000463
19893,63878,Non-Small Cell Lung Cancer,NCI-H522,-3.222222222,0,0,19893-63878,Fluorouracil,Cytarabine hydrochloride,ACH-000343
19893,63878,Ovarian Cancer,IGROV1,-5.333333333,0,0,19893-63878,Fluorouracil,Cytarabine hydrochloride,ACH-000966
19893,63878,Ovarian Cancer,OVCAR-3,3.444444444,0,0,19893-63878,Fluorouracil,Cytarabine hydrochloride,ACH-000001
19893,63878,Ovarian Cancer,OVCAR-4,-0.111111111,0,0,19893-63878,Fluorouracil,Cytarabine hydrochloride,ACH-000617
19893,63878,Ovarian Cancer,OVCAR-8,-3.111111111,0,0,19893-63878,Fluorouracil,Cytarabine hydrochloride,ACH-000696
19893,63878,Ovarian Cancer,SK-OV-3,-0.444444444,0,0,19893-63878,Fluorouracil,Cytarabine hydrochloride,ACH-000811
19893,63878,Prostate Cancer,PC-3,-5.666666667,0,0,19893-63878,Fluorouracil,Cytarabine hydrochloride,ACH-000090
